# filename x y z qw qx qy qz
# allways 3 lines
# header
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000024.color.png 0.570891 -0.053306 -0.333431 -0.455722 0.881907 -0.105431 0.058663
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000025.color.png 0.570538 -0.053545 -0.336355 -0.456183 0.882965 -0.097231 0.053077
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000026.color.png 0.570122 -0.052368 -0.336653 -0.460524 0.882871 -0.082658 0.040301
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000027.color.png 0.574282 -0.052101 -0.336177 -0.461902 0.882961 -0.075978 0.035400
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000028.color.png 0.573446 -0.050957 -0.338631 -0.462753 0.883734 -0.064879 0.025795
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000029.color.png 0.574512 -0.050962 -0.340438 -0.463479 0.883821 -0.059841 0.021618
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000030.color.png 0.575480 -0.050723 -0.343148 -0.465396 0.883562 -0.050377 0.013658
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000031.color.png 0.576074 -0.050886 -0.345117 -0.466216 0.883418 -0.046152 0.009237
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000032.color.png 0.576298 -0.050110 -0.346011 -0.468392 0.882785 -0.035845 0.003978
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000033.color.png 0.576654 -0.050970 -0.348909 -0.468192 0.882962 -0.034189 0.002338
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000034.color.png 0.578691 -0.049470 -0.346985 -0.470665 0.881907 -0.026745 0.000669
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000035.color.png 0.578408 -0.049449 -0.347029 -0.469417 0.882685 -0.022640 -0.001760
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000036.color.png 0.581100 -0.051161 -0.347288 -0.466743 0.884140 -0.018498 -0.010226
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000037.color.png 0.579822 -0.052277 -0.346988 -0.465539 0.884762 -0.016325 -0.014279
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000038.color.png 0.579032 -0.053888 -0.347994 -0.462701 0.886243 -0.017137 -0.013669
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000039.color.png 0.577387 -0.054573 -0.346954 -0.462763 0.886227 -0.019385 -0.008755
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000040.color.png 0.575080 -0.054638 -0.345823 -0.463268 0.885935 -0.021750 -0.005351
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000041.color.png 0.574811 -0.054918 -0.344202 -0.463642 0.885647 -0.025773 -0.001075
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000042.color.png 0.571907 -0.057141 -0.343106 -0.462453 0.885850 -0.037335 0.003596
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000043.color.png 0.570120 -0.058027 -0.341774 -0.462212 0.885672 -0.043662 0.006236
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000044.color.png 0.567686 -0.060468 -0.343623 -0.460252 0.885673 -0.059446 0.014732
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000045.color.png 0.565739 -0.061676 -0.342834 -0.461310 0.884576 -0.065936 0.019239
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000046.color.png 0.563899 -0.063421 -0.339939 -0.459753 0.883506 -0.082351 0.035528
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000047.color.png 0.560337 -0.065068 -0.343081 -0.457843 0.883348 -0.091134 0.042090
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000048.color.png 0.558497 -0.066296 -0.340950 -0.458820 0.880592 -0.105566 0.053822
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000049.color.png 0.554318 -0.068031 -0.341486 -0.457002 0.879932 -0.115119 0.060139
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000050.color.png 0.552361 -0.072356 -0.341855 -0.455907 0.877441 -0.132251 0.068965
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000051.color.png 0.551724 -0.074214 -0.341877 -0.455777 0.875926 -0.139576 0.074423
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000052.color.png 0.552534 -0.077887 -0.338096 -0.454598 0.872445 -0.155355 0.089700
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000053.color.png 0.551314 -0.080425 -0.337431 -0.452504 0.870942 -0.164678 0.097880
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000054.color.png 0.551726 -0.084849 -0.335508 -0.450451 0.866546 -0.182414 0.113650
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000055.color.png 0.548432 -0.085436 -0.333655 -0.448758 0.865082 -0.189028 0.120488
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000056.color.png 0.546082 -0.087968 -0.333430 -0.446511 0.863821 -0.196882 0.125215
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000057.color.png 0.542367 -0.091316 -0.331859 -0.444169 0.860549 -0.210078 0.134295
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000058.color.png 0.542340 -0.094214 -0.331782 -0.441400 0.858950 -0.218636 0.139890
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000059.color.png 0.536883 -0.097060 -0.330616 -0.437362 0.855262 -0.232137 0.152818
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000060.color.png 0.535288 -0.099687 -0.330260 -0.434493 0.853868 -0.238609 0.158716
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000061.color.png 0.527292 -0.102507 -0.329944 -0.429575 0.850677 -0.250843 0.169974
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000062.color.png 0.523111 -0.105023 -0.329623 -0.427147 0.849177 -0.256559 0.174989
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000063.color.png 0.521280 -0.111269 -0.329605 -0.422553 0.846263 -0.268448 0.182271
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000064.color.png 0.520414 -0.112679 -0.328874 -0.421384 0.845194 -0.272490 0.183936
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000065.color.png 0.519908 -0.114585 -0.329828 -0.419851 0.844561 -0.276046 0.185041
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000066.color.png 0.520465 -0.118207 -0.329751 -0.418222 0.843204 -0.281399 0.186848
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000067.color.png 0.520554 -0.121285 -0.331047 -0.417535 0.843478 -0.282064 0.186142
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000068.color.png 0.520528 -0.123639 -0.334008 -0.420732 0.845279 -0.276582 0.178862
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000069.color.png 0.523439 -0.127221 -0.336571 -0.422313 0.846711 -0.272816 0.174079
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000070.color.png 0.528248 -0.127444 -0.340766 -0.428764 0.850332 -0.259494 0.160498
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000071.color.png 0.529767 -0.124536 -0.341989 -0.431583 0.852848 -0.251168 0.152644
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000072.color.png 0.530523 -0.124055 -0.343725 -0.432703 0.855674 -0.244166 0.144824
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000073.color.png 0.531327 -0.124089 -0.350238 -0.434164 0.861384 -0.230947 0.127212
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000074.color.png 0.535796 -0.126699 -0.352930 -0.434784 0.863797 -0.225100 0.118941
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000075.color.png 0.532898 -0.124720 -0.359373 -0.432922 0.870773 -0.211559 0.097855
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000076.color.png 0.537121 -0.129372 -0.366762 -0.431858 0.873222 -0.207521 0.088980
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000077.color.png 0.535747 -0.127926 -0.375409 -0.433786 0.878025 -0.191597 0.064753
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000078.color.png 0.534618 -0.128965 -0.381805 -0.432535 0.881386 -0.182005 0.054276
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000079.color.png 0.531937 -0.130904 -0.400795 -0.433286 0.885940 -0.161639 0.035294
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000080.color.png 0.533837 -0.131345 -0.407127 -0.438422 0.885532 -0.151181 0.027617
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000081.color.png 0.532794 -0.129063 -0.408942 -0.443229 0.885194 -0.139900 0.020190
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000082.color.png 0.531866 -0.129840 -0.422032 -0.445910 0.886529 -0.123266 0.005996
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000083.color.png 0.531612 -0.131123 -0.434078 -0.450005 0.886847 -0.104207 -0.011787
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000084.color.png 0.531726 -0.132045 -0.440158 -0.451785 0.886893 -0.094523 -0.019386
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000085.color.png 0.527557 -0.133710 -0.452029 -0.453875 0.886772 -0.081257 -0.032112
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000086.color.png 0.526400 -0.135959 -0.460518 -0.454857 0.886689 -0.075690 -0.034027
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000087.color.png 0.525492 -0.138960 -0.475481 -0.462798 0.883494 -0.062401 -0.036910
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000088.color.png 0.526032 -0.142098 -0.487819 -0.470230 0.880374 -0.050154 -0.036196
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000089.color.png 0.527084 -0.143772 -0.494107 -0.474174 0.878583 -0.044403 -0.035758
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000090.color.png 0.526446 -0.148833 -0.508782 -0.481615 0.874925 -0.035619 -0.035853
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000091.color.png 0.526454 -0.150607 -0.514717 -0.487186 0.871978 -0.029949 -0.037520
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000092.color.png 0.524511 -0.155587 -0.525876 -0.491501 0.869612 -0.020429 -0.042247
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000093.color.png 0.525128 -0.159422 -0.534704 -0.492702 0.868820 -0.018061 -0.045506
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000094.color.png 0.522248 -0.166891 -0.546843 -0.498315 0.865584 -0.010181 -0.048398
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000095.color.png 0.521140 -0.170139 -0.553946 -0.499102 0.865139 -0.007961 -0.048672
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000096.color.png 0.519033 -0.177359 -0.570723 -0.503857 0.862292 -0.004017 -0.050641
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000097.color.png 0.517792 -0.179802 -0.576204 -0.506588 0.860707 -0.002202 -0.050465
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000098.color.png 0.516299 -0.188474 -0.594713 -0.509755 0.858659 0.000088 -0.053430
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000099.color.png 0.515371 -0.191820 -0.601617 -0.514248 0.856075 0.000364 -0.051817
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000100.color.png 0.514214 -0.195690 -0.607962 -0.516191 0.854882 -0.000296 -0.052184
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000101.color.png 0.512314 -0.203881 -0.626846 -0.520106 0.852304 -0.000200 -0.055389
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000102.color.png 0.510924 -0.207581 -0.633140 -0.524440 0.849792 0.001205 -0.053056
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000103.color.png 0.510321 -0.210864 -0.638782 -0.528036 0.847812 0.001062 -0.048904
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000104.color.png 0.507584 -0.217660 -0.650096 -0.536959 0.842334 0.000221 -0.046349
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000105.color.png 0.505262 -0.221763 -0.653992 -0.539167 0.841105 -0.000732 -0.042908
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000106.color.png 0.500000 -0.227837 -0.663302 -0.540091 0.840480 -0.006384 -0.043053
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000107.color.png 0.497661 -0.231999 -0.669200 -0.541077 0.839821 -0.007441 -0.043365
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000108.color.png 0.493802 -0.238195 -0.678944 -0.546498 0.836579 -0.013394 -0.035986
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000109.color.png 0.490332 -0.240465 -0.682060 -0.548897 0.835085 -0.016325 -0.032844
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000110.color.png 0.487217 -0.242163 -0.685712 -0.551316 0.833493 -0.018880 -0.031376
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000111.color.png 0.478353 -0.246457 -0.692073 -0.553700 0.831998 -0.021461 -0.027102
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000112.color.png 0.473923 -0.249149 -0.696942 -0.553626 0.832051 -0.025106 -0.023629
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000113.color.png 0.464633 -0.252537 -0.702326 -0.560367 0.827500 -0.031891 -0.014685
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000114.color.png 0.460219 -0.255167 -0.704268 -0.561356 0.826761 -0.035528 -0.009153
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000115.color.png 0.454357 -0.256538 -0.706741 -0.560550 0.827123 -0.040471 -0.003539
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000116.color.png 0.441442 -0.256715 -0.710196 -0.562502 0.825328 -0.049180 0.002411
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000117.color.png 0.433311 -0.258769 -0.714070 -0.561818 0.825474 -0.054052 0.005677
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000118.color.png 0.419201 -0.259845 -0.719588 -0.562420 0.824025 -0.066396 0.016063
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000119.color.png 0.410208 -0.258713 -0.719821 -0.562945 0.823141 -0.071483 0.020532
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000120.color.png 0.402933 -0.258474 -0.722926 -0.561696 0.823429 -0.076648 0.024221
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000121.color.png 0.385883 -0.255986 -0.726703 -0.562092 0.822067 -0.085605 0.030510
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000122.color.png 0.377058 -0.257111 -0.729995 -0.560313 0.822462 -0.091436 0.035294
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000123.color.png 0.362545 -0.254785 -0.734298 -0.558750 0.821408 -0.104378 0.046831
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000124.color.png 0.351381 -0.253094 -0.735720 -0.559281 0.820102 -0.109754 0.050905
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000125.color.png 0.333402 -0.250008 -0.739365 -0.558673 0.818717 -0.119083 0.058360
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000126.color.png 0.322683 -0.247965 -0.740532 -0.559123 0.817400 -0.124072 0.062015
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000127.color.png 0.312751 -0.246136 -0.741680 -0.559045 0.816350 -0.129553 0.065250
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000128.color.png 0.292895 -0.240679 -0.742877 -0.559972 0.813797 -0.139353 0.068902
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000129.color.png 0.282723 -0.238586 -0.743339 -0.561276 0.812159 -0.142819 0.070494
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000130.color.png 0.263583 -0.233999 -0.744615 -0.560860 0.810768 -0.150698 0.073356
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000131.color.png 0.254212 -0.231806 -0.744934 -0.560851 0.810129 -0.153929 0.073777
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000132.color.png 0.242166 -0.230356 -0.746571 -0.560144 0.809664 -0.158577 0.074408
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000133.color.png 0.221041 -0.226080 -0.744706 -0.559799 0.808780 -0.164732 0.073232
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000134.color.png 0.208757 -0.225328 -0.746419 -0.557777 0.809363 -0.168401 0.073868
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000135.color.png 0.186039 -0.222383 -0.744679 -0.556230 0.808966 -0.176113 0.071869
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000136.color.png 0.175075 -0.222269 -0.744496 -0.554850 0.809175 -0.179425 0.072005
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000137.color.png 0.164288 -0.221194 -0.742734 -0.554293 0.808962 -0.182296 0.071468
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000138.color.png 0.143840 -0.219991 -0.736571 -0.554630 0.808066 -0.185317 0.071218
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000139.color.png 0.133023 -0.219885 -0.733923 -0.552858 0.808451 -0.188590 0.072037
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000140.color.png 0.124414 -0.219482 -0.730975 -0.552816 0.807572 -0.191979 0.073256
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000141.color.png 0.104495 -0.220314 -0.723760 -0.551038 0.807283 -0.197731 0.074514
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000142.color.png 0.097247 -0.219619 -0.719640 -0.550516 0.807023 -0.199760 0.075776
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000143.color.png 0.080903 -0.218871 -0.710406 -0.551308 0.805648 -0.202579 0.077156
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000144.color.png 0.073856 -0.218537 -0.704737 -0.550888 0.805601 -0.203923 0.077108
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000145.color.png 0.066175 -0.218140 -0.700338 -0.550385 0.805705 -0.205236 0.076122
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000146.color.png 0.050890 -0.218111 -0.689423 -0.550026 0.805495 -0.208210 0.072786
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000147.color.png 0.045381 -0.218203 -0.683356 -0.548870 0.805933 -0.209835 0.071997
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000148.color.png 0.039068 -0.217908 -0.677852 -0.548264 0.806160 -0.210886 0.070990
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000149.color.png 0.027028 -0.218981 -0.665084 -0.545873 0.807403 -0.211872 0.072341
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000150.color.png 0.022596 -0.219157 -0.657884 -0.543664 0.808682 -0.212240 0.073603
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000151.color.png 0.017780 -0.219981 -0.651744 -0.540395 0.810606 -0.212862 0.074706
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000152.color.png 0.012948 -0.220273 -0.637848 -0.533419 0.814984 -0.213923 0.074175
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000153.color.png 0.011025 -0.220485 -0.631325 -0.530267 0.817231 -0.213592 0.072996
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000154.color.png 0.008683 -0.220924 -0.625367 -0.527632 0.818845 -0.214041 0.072685
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000155.color.png 0.006380 -0.220815 -0.612885 -0.524806 0.820634 -0.214906 0.070382
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000156.color.png 0.006251 -0.220177 -0.606627 -0.524864 0.820838 -0.214354 0.069252
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000157.color.png 0.005759 -0.219678 -0.599909 -0.525874 0.820521 -0.213297 0.068605
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000158.color.png 0.005984 -0.218672 -0.584458 -0.526000 0.821140 -0.211054 0.067150
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000159.color.png 0.007335 -0.218809 -0.577829 -0.523261 0.822900 -0.210919 0.067429
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000160.color.png 0.008533 -0.218647 -0.573613 -0.521111 0.824354 -0.210022 0.069097
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000161.color.png 0.013916 -0.217588 -0.558629 -0.523070 0.823600 -0.205953 0.075262
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000162.color.png 0.017278 -0.217321 -0.550844 -0.523212 0.823615 -0.204056 0.079172
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000163.color.png 0.021106 -0.217361 -0.543352 -0.522910 0.823799 -0.202975 0.081978
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000164.color.png 0.028719 -0.217702 -0.529067 -0.522149 0.824333 -0.200947 0.086349
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000165.color.png 0.033949 -0.217607 -0.521409 -0.521543 0.824921 -0.200221 0.086083
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000166.color.png 0.038831 -0.217716 -0.514600 -0.520096 0.826084 -0.199432 0.085513
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000167.color.png 0.045829 -0.217859 -0.508641 -0.518476 0.827499 -0.197894 0.085244
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000168.color.png 0.057965 -0.218994 -0.495012 -0.517649 0.828920 -0.194500 0.084268
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000169.color.png 0.063664 -0.219001 -0.487470 -0.516338 0.830437 -0.191596 0.084022
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000170.color.png 0.069446 -0.219706 -0.480673 -0.514290 0.832486 -0.188620 0.083036
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000171.color.png 0.083529 -0.221548 -0.469620 -0.510308 0.835542 -0.185130 0.084753
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000172.color.png 0.091726 -0.221671 -0.463669 -0.510263 0.835986 -0.183119 0.085009
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000173.color.png 0.109115 -0.221838 -0.450198 -0.509423 0.837671 -0.177274 0.085844
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000174.color.png 0.115722 -0.221118 -0.446211 -0.508118 0.838863 -0.175404 0.085785
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000175.color.png 0.124704 -0.220738 -0.438481 -0.508189 0.839153 -0.173791 0.085805
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000176.color.png 0.132659 -0.220218 -0.430049 -0.506279 0.840912 -0.171094 0.085294
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000177.color.png 0.148757 -0.220192 -0.418015 -0.500330 0.844891 -0.167372 0.088403
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000178.color.png 0.161055 -0.220289 -0.408929 -0.497894 0.846321 -0.167406 0.088412
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000179.color.png 0.170381 -0.219855 -0.402375 -0.493468 0.849446 -0.164694 0.088357
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000180.color.png 0.188225 -0.219141 -0.387296 -0.488399 0.852832 -0.161200 0.090327
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000181.color.png 0.199872 -0.220295 -0.380941 -0.483185 0.855808 -0.160471 0.091515
/media/mzins/DATA1/7-Scenes/chess/seq-02/frame-000182.color.png 0.210666 -0.220831 -0.375686 -0.479571 0.858013 -0.159255 0.091993
